,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count,hashtag,Users
292,2022-09-28 14:22:57+00:00,https://twitter.com/NneomaJanet1/status/1575128937843363841,NneomaJanet1,Twitter for Android,"Ebonyi, Nigeria.","Future! Wait for me, am coming with style and when I arrive, you'll announce me.
Pst Okey Eze is 🔥🔥
His energy is so unmatched. Thank you so much Sir for the ginger!!!

#TxESummitEnugu
#TxESummit2022 https://t.co/2TVCKuOmaC",1,0,0,0,@,@NneomaJanet1
293,2022-09-28 14:21:59+00:00,https://twitter.com/Weird_Techie/status/1575128692782768129,Weird_Techie,Twitter for Android,betweenMySpaceAndTheMetaverse ,"So much motivation today! 😭😭

Look at me now o, better be my friend lol
Because in the next two years, you may no longer have access to me!
#TxESummitEnugu
#TxESummit2022",6,5,2,0,@,@Weird_Techie
294,2022-09-28 14:21:28+00:00,https://twitter.com/JudevincentC/status/1575128561765195777,JudevincentC,Twitter for Android,"Imo, Nigeria","When you make people king, You become king of king. This man is fire, we love you #TxESummit2022 https://t.co/GUz2ohBouK",4,2,0,0,@,@JudevincentC
295,2022-09-28 14:21:13+00:00,https://twitter.com/chielo_chiamaka/status/1575128501560262656,chielo_chiamaka,Twitter for Android,Enugu,"@Weird_Techie The journey may seem tough but i bet you the reward is soo sweet❣️. The real deal is never give up, no matter how tough it seems..
#TxEsummit2022
#TxEsummitEnugu
#Enugu
#tech",1,0,0,1,@,@chielo_chiamaka
296,2022-09-28 14:21:04+00:00,https://twitter.com/Just__afy/status/1575128460430827524,Just__afy,Twitter for iPhone,,#TxESummitEnugu #TxESummit2022 https://t.co/P5mdzPAYIt,2,0,0,0,@,@Just__afy
297,2022-09-28 14:20:07+00:00,https://twitter.com/arinze_chukwu_/status/1575128221762428928,arinze_chukwu_,Twitter for iPhone,"Enugu, Nigeria",#TxESummitEnugu #TxESummit2022 https://t.co/ZGuKQXzj0E,2,0,0,0,@,@arinze_chukwu_
298,2022-09-28 14:19:58+00:00,https://twitter.com/Weird_Techie/status/1575128185401917441,Weird_Techie,Twitter for Android,betweenMySpaceAndTheMetaverse ,"I love the fact that Okey Eze loves God! 

#TxESummitEnugu
#TxESummit2022",7,0,1,1,@,@Weird_Techie
299,2022-09-28 14:17:51+00:00,https://twitter.com/P_eechi/status/1575127652989636612,P_eechi,Twitter for Android,,"#TXESummitEnugu
#TXESummit2022",1,0,0,0,@,@P_eechi
300,2022-09-28 14:17:21+00:00,https://twitter.com/emmyekekwe/status/1575127526652903425,emmyekekwe,Twitter for Android,Acts 17:28,#TxESummitEnugu is the place! 💯💯💯,0,0,0,0,@,@emmyekekwe
301,2022-09-28 14:17:12+00:00,https://twitter.com/Dear_Ser3na/status/1575127490577809408,Dear_Ser3na,Twitter for Android,Nigeria,"Tech Inspired
Stay inspired

#TxEsummitEnugu
#TxEsummit2022",0,0,0,0,@,@Dear_Ser3na
302,2022-09-28 14:15:08+00:00,https://twitter.com/healthywealthi/status/1575126968189739010,healthywealthi,Twitter for Android,"Ebonyi, Nigeria ","Having a nice time of deep knowledge dive at the #TXEsummitEnugu #TXEsummit2022

She is a UI/UX designer and that to her is a passion and not just a skill 😊 https://t.co/ctkqYf9gYI",2,0,0,0,@,@healthywealthi
303,2022-09-28 14:14:35+00:00,https://twitter.com/Iam_TCee_/status/1575126830524370944,Iam_TCee_,Twitter for Android,Light Realm,"Tech simplifies life and makes it cheaper.
#TxESummitEnugu 
#TxESummit2022",4,0,0,0,@,@Iam_TCee_
304,2022-09-28 14:14:22+00:00,https://twitter.com/UcPaul3/status/1575126774001926145,UcPaul3,Twitter for Android,where it keeps shining,"Welcome Hack Sultan 
#TxESummitEnugu #TxESummit2022",0,0,0,0,@,@UcPaul3
305,2022-09-28 14:14:04+00:00,https://twitter.com/HappybaebeautyP/status/1575126701557927937,HappybaebeautyP,Twitter for Android,"Awka, Nigeria","TECH is the FUTURE 
#TxEsummit2022",0,0,0,0,@,@HappybaebeautyP
306,2022-09-28 14:12:01+00:00,https://twitter.com/jaynwabueze/status/1575126186019151875,jaynwabueze,Twitter for Android,Visual Studio Code,"Technology simplifies life and makes it cheaper.
#TXEsummitEnugu
#TxEsummit2022",3,0,0,0,@,@jaynwabueze
307,2022-09-28 14:10:17+00:00,https://twitter.com/iam_ifechi/status/1575125748419100672,iam_ifechi,Twitter for Android,in Christ ,"Apparently this is Nigeria Tech Summit cause I'm meeting friends from Bayelsa, Abuja, Asaba etc.

#TxEsummitenugu
#TxEsummit2022",0,0,0,0,@,@iam_ifechi
308,2022-09-28 14:09:29+00:00,https://twitter.com/covstar_/status/1575125545213386753,covstar_,Twitter for Android,,"It was indeed an amazing experience at the TxE Summit.
Thanks to the conveners...

#txesummit2022
#TxESummitEnugu https://t.co/S1KuYeTEQf",5,0,0,0,@,@covstar_
309,2022-09-28 14:08:30+00:00,https://twitter.com/Amitabh138/status/1575125300303872000,Amitabh138,Twitter for Android,Nigeria,"I wish I could get to snap with @hackSultan today... Been waiting for a moment like this.
@hackSultan .

#TxESummitEnugu
#TxESummit2022
@enugutechsummit",32,1,0,2,@,@Amitabh138
310,2022-09-28 14:06:38+00:00,https://twitter.com/CHUKSVICINNY/status/1575124830168424457,CHUKSVICINNY,Twitter for Android,Lagos State Nigeria ,"3 Big Hs.

Training of the hand
Training of your head(intellectual growth)
Training of the heart( character, honesty, integrity)

Williams Uchemba

#TxEsummitEnugu
#TxESummit2022 https://t.co/aW8mbKcj8k",3,1,1,0,@,@CHUKSVICINNY
311,2022-09-28 14:06:34+00:00,https://twitter.com/upeter380/status/1575124815035392000,upeter380,Twitter for Android,,"#TxESummitEnugu 
Live on the program https://t.co/60CVYmkfFm",1,0,0,0,@,@upeter380
312,2022-09-28 14:05:23+00:00,https://twitter.com/ElobuikeChinaza/status/1575124515813789700,ElobuikeChinaza,Twitter for Android,"Enugu, Nigeria","Tech is the future
Data is the New Gold

#TxESummit2022 
#TxESummitEnugu",4,2,0,0,@,@ElobuikeChinaza
313,2022-09-28 14:05:04+00:00,https://twitter.com/iamogechim/status/1575124435656495104,iamogechim,Twitter for Android,,"Tech is the future and Data is the real gold

*Okey* *Eze*
5th speaker TxE Summit Enugu

#TxEsummitEnugu
#TXEsummit2022
#TxEsummit2022",6,2,0,1,@,@iamogechim
314,2022-09-28 14:04:26+00:00,https://twitter.com/akanimoh_john/status/1575124274993631232,akanimoh_john,Twitter for iPhone,Nigeria,"Tech is the future and Data is the new gold 

#TxEsummit2022
#TxEsummitEnugu",1,0,0,0,@,@akanimoh_john
315,2022-09-28 14:03:27+00:00,https://twitter.com/KObielu/status/1575124026770575361,KObielu,Twitter for Android,,"God!
This is mind blowing.
Never have we had such In Nigeria!
@williamsuchemba, Thanks for allowing us see this light in Tech.

#TxtEsummitEnugu
#TxEsummit2022 https://t.co/rSqiTeePGK",3,0,0,0,@,@KObielu
316,2022-09-28 14:03:02+00:00,https://twitter.com/NnaemekaCFC/status/1575123924953845760,NnaemekaCFC,Twitter for Android,"Onitsha, Nigeria ","Tech is the future and data is the new Gold
#TxESummit2022 
#TxESummitEnugu 
#TXE",0,0,0,0,@,@NnaemekaCFC
317,2022-09-28 14:02:57+00:00,https://twitter.com/dreunalytic/status/1575123904376496128,dreunalytic,Twitter for Android,,"🤯🤯🤯Anything that jumps up must come down.... but anything that climbs up can stay up because the wisdom of staying up is acquired during the climb! 🤯🤯🤯
#TxESummit2022
#TxESummitEnugu",1,0,0,0,@,@dreunalytic
318,2022-09-28 14:01:48+00:00,https://twitter.com/NnaemekaCFC/status/1575123615560998914,NnaemekaCFC,Twitter for Android,"Onitsha, Nigeria ","If you borrow money to write an exam, you can't afford to fail it 😂😂😂😂😂
#TxESummit2022 
#TxESummitEnugu 
#TXE",2,0,0,0,@,@NnaemekaCFC
319,2022-09-28 14:01:38+00:00,https://twitter.com/iamsahmi6/status/1575123572531552258,iamsahmi6,Twitter for iPhone,"Enugu, Nigeria","#TxEsummitEnugu
#TxEsummit2022
 
Enugu shutdown for TxE summit🎊",1,0,0,0,@,@iamsahmi6
320,2022-09-28 14:00:57+00:00,https://twitter.com/fredsol_officia/status/1575123398681821184,fredsol_officia,Twitter for Android,Abuja,"2hrs everyday for 365 days will make a huge difference. @hackSultan  thank you for that word of wisdom
#TxEsummitEnugu
#TxEsummit2022",14,2,0,0,@,@fredsol_officia
321,2022-09-28 13:59:37+00:00,https://twitter.com/SOLOSCRIDIT1/status/1575123066136526857,SOLOSCRIDIT1,Twitter for Android,,"#TxEsummitEnugu
#TxEsummit2022",0,0,0,0,@,@SOLOSCRIDIT1
322,2022-09-28 13:57:45+00:00,https://twitter.com/Amno_domini/status/1575122595321679872,Amno_domini,Twitter for Android,Milky Way,"Tech it or Leave it
#TxESummitEnugu
#TxESummit2022",2,0,0,0,@,@Amno_domini
323,2022-09-28 13:57:24+00:00,https://twitter.com/Amitabh138/status/1575122505060302849,Amitabh138,Twitter for Android,Nigeria,"#TxESummitEnugu

Speaker: Napa Onwusah

The Smallest amount of product you can produce to test if people want your product is Minimum Viable Product (MVP). 

MVP is crucial for every business.
Do not ignore it!

#TxESummitEnugu
#TxESummit2022",1,0,0,0,@,@Amitabh138
324,2022-09-28 13:56:04+00:00,https://twitter.com/tcnwagu/status/1575122170061230080,tcnwagu,Twitter for Android,,"@hackSultan 
2 hours everyday for 365 days will make a huge difference in my journey. 6 months with @AltSchoolAfrica is already a massive difference. #TxESummit2022 #TxESummitEnugu https://t.co/1jetRYWX2M",6,2,0,0,@,@tcnwagu
325,2022-09-28 13:55:06+00:00,https://twitter.com/ugonna_destiny/status/1575121925541691392,ugonna_destiny,Twitter for Android,"Umuahia, Nigeria","#TxESummit2022 
#TxESummitEnugu https://t.co/VPPw9D9SG5",1,0,0,0,@,@ugonna_destiny
326,2022-09-28 13:54:47+00:00,https://twitter.com/MbahSophia1/status/1575121849461211137,MbahSophia1,Twitter for Android,,"So much information 🤯🤯🤯
#TxESummitEnugu 
#TxESummit2022 https://t.co/AyV3pgcImW",6,1,0,3,@,@MbahSophia1
327,2022-09-28 13:52:23+00:00,https://twitter.com/OkamgbaObinna/status/1575121245120651264,OkamgbaObinna,Twitter for Android,"Enugu, Nigeria","About today's tech summit.
#TxESummit2022 #TxESummitEnugu https://t.co/uzkNwo5kgg",57,27,0,9,@,@OkamgbaObinna
328,2022-09-28 13:50:08+00:00,https://twitter.com/obe_clara/status/1575120678944227333,obe_clara,Twitter for iPhone,,#TxESummitEnugu #TxESummit2022 https://t.co/qVxfbfQSUW,0,0,0,1,@,@obe_clara
329,2022-09-28 13:49:56+00:00,https://twitter.com/iam_saintben/status/1575120627446546433,iam_saintben,Twitter for Android,,"Collins Ndukwe
#TxESummit2022 #TxESummitEnugu https://t.co/MnpQ33Rtym",3,0,0,0,@,@iam_saintben
330,2022-09-28 13:49:25+00:00,https://twitter.com/CHUKSVICINNY/status/1575120497712533506,CHUKSVICINNY,Twitter for Android,Lagos State Nigeria ,"@Karamba_jr @Karamba_jr good to have you on this tweet.. And I am so glad you asked this questions. 

I will give due answers to them when I'm done with this summit I attended. Thank you my brother

#TxEsummitEnugu",1,0,0,11,@,@CHUKSVICINNY
331,2022-09-28 13:48:49+00:00,https://twitter.com/obe_clara/status/1575120344691638273,obe_clara,Twitter for iPhone,,#TxESummit2022 https://t.co/gQT3G110vP,1,0,0,0,@,@obe_clara
332,2022-09-28 13:48:48+00:00,https://twitter.com/Lollipapi2/status/1575120340900003842,Lollipapi2,Twitter Web App,,"#TxESummitenugu 
Thanks for the beverage which we drank to digest the tech inspired speech from wonderful leader, entrepreneurs and executive personnel. At #TxEsummitenugu https://t.co/x4WZ4sfmKu",0,0,0,0,@,@Lollipapi2
333,2022-09-28 13:48:37+00:00,https://twitter.com/LovethEmekwue/status/1575120294787817472,LovethEmekwue,Twitter for Android,,"#TXEsummitEnugu
#TxESummit2022
One of the biggest tech summit in Nigeria. Proudly in attendance. https://t.co/yeXSuE4jV2",1,0,0,0,@,@LovethEmekwue
334,2022-09-28 13:44:57+00:00,https://twitter.com/frank_onuchukwu/status/1575119371487350785,frank_onuchukwu,Twitter for Android,,#TXESUMMIT2022,0,0,0,0,@,@frank_onuchukwu
335,2022-09-28 13:44:50+00:00,https://twitter.com/future_stance/status/1575119345138782213,future_stance,Twitter for iPhone,NIGERIA,"Speaker: Napa Onwusah

The Smallest amount of product you can produce to test if people want your product is Minimum Viable Product (MVP). 

MVP is crucial for every business.
Do not ignore it!

#TxESummitEnugu
#TxESummit2022 @Weird_Techie @chisomfrances @Blissnaturalz https://t.co/DWHL6DpWxZ",4,0,0,0,@,@future_stance
336,2022-09-28 13:43:07+00:00,https://twitter.com/HomesQandA/status/1575118913599410176,HomesQandA,Twitter for Android,Africa ,"The wisdom of staying up is aquired when you are climbing up.  ""Okey Eze"". You can make it in life, the only vote you have is God and You. -Okey Eze-.  Man, I am #techinspired
 #TXEsummit2022 https://t.co/laPvkeSgHb",2,1,0,1,@,@HomesQandA
337,2022-09-28 13:41:08+00:00,https://twitter.com/CleanzillaA/status/1575118414611451906,CleanzillaA,Twitter for Android,Enugu,#TxEsummitEnugu,0,0,0,0,@,@CleanzillaA
338,2022-09-28 13:40:43+00:00,https://twitter.com/AmakaMarcellina/status/1575118308696903682,AmakaMarcellina,Twitter for Android,"Lagos, Nigeria","@enugutechsummit
Speaker: Napa Onwusah

The Smallest amount of product you can produce to test if people want your product is Minimum Viable Product (MVP). 

MVP is crucial for every business.
Do not ignore it!

#TxESummitEnugu
#TxESummit2022 https://t.co/ldEjZieKsW",1,0,0,0,@,@AmakaMarcellina
339,2022-09-28 13:40:04+00:00,https://twitter.com/iam_saintben/status/1575118145894944770,iam_saintben,Twitter for Android,,@NapaOnwusah such an amazing presentation #TxESummit2022 #TxESummitEnugu https://t.co/mN9t0261jv,3,1,0,0,@,@iam_saintben
340,2022-09-28 13:40:04+00:00,https://twitter.com/iamogechim/status/1575118145790033922,iamogechim,Twitter for Android,,"2ND SPEAKER : Mr. Collins Ndukwe

TOPIC: JUMP STARTING YOUR TECH CAREER

📌Tech career misconception
📌Tech careers to consider and how to learn them
📌How to kick start your tech career
📌Remote learning &amp; job resources
#TxEsummit2022 #TxEsummitEnugu #TXEsummit2022
A Thread👇 https://t.co/NyXPMroGVX",4,2,0,1,@,@iamogechim
341,2022-09-28 13:39:34+00:00,https://twitter.com/Teeboi_esq/status/1575118019168280578,Teeboi_esq,Twitter for iPhone,🤨,We are live! #TxESummitEnugu #TxESummit2022 https://t.co/6WpI3gU48k,9,0,0,0,@,@Teeboi_esq
342,2022-09-28 13:39:26+00:00,https://twitter.com/ALEAIRHUB/status/1575117983223005185,ALEAIRHUB,Twitter for Android,🌐 ,"Hello

Please Retweet with your tech field career.
Mine; Business development manager 

#TxESummit2022
#TxEsummitEnugu2022",0,0,0,0,@,@ALEAIRHUB
343,2022-09-28 13:38:20+00:00,https://twitter.com/somto_nwani/status/1575117709083385856,somto_nwani,Twitter for Android,Enugu Nigeria,"#TxEsummitEnugu
#TxEsummit2022 https://t.co/WsXjFNJPIV",2,0,0,0,@,@somto_nwani
344,2022-09-28 13:37:59+00:00,https://twitter.com/obe_clara/status/1575117621900595202,obe_clara,Twitter for iPhone,,#TxEsummitEnugu2022 #TxESummitEnugu,1,0,0,0,@,@obe_clara
345,2022-09-28 13:37:41+00:00,https://twitter.com/MarcellinaAmaka/status/1575117543118970881,MarcellinaAmaka,Twitter for Android,,"Don't just start a business by assumption, carry out a validation process to ensure that it creates value!

#TxESummitEnugu
#TxESummit2022 https://t.co/Qe90OI2Hj0",2,0,0,0,@,@MarcellinaAmaka
346,2022-09-28 13:37:11+00:00,https://twitter.com/future_stance/status/1575117417830912004,future_stance,Twitter for iPhone,NIGERIA,"#TxESummitEnugu
#T×ESummit2022 @future_stance https://t.co/560iJPRFAu",1,0,0,0,@,@future_stance
347,2022-09-28 13:37:09+00:00,https://twitter.com/obe_clara/status/1575117410281168896,obe_clara,Twitter for iPhone,,#TxESummitEnugu,1,0,0,0,@,@obe_clara
348,2022-09-28 13:36:00+00:00,https://twitter.com/enugutechsummit/status/1575117119209046016,enugutechsummit,Twitter for Android,"Enugu, Nigeria","Speaker: Napa Onwusah

The Smallest amount of product you can produce to test if people want your product is Minimum Viable Product (MVP). 

MVP is crucial for every business.
Do not ignore it!

#TxESummitEnugu
#TxESummit2022 https://t.co/MwxNBtayft",179,45,5,18,@,@enugutechsummit
349,2022-09-28 13:35:54+00:00,https://twitter.com/iam_saintben/status/1575117096601665537,iam_saintben,Twitter for Android,,"It was a nice speech by Hack Sultan @hackSultan @AltSchoolAfrica 
#TxESummit2022 #TxESummitEnugu https://t.co/oUN1iiC6Wp",48,3,0,0,@,@iam_saintben
350,2022-09-28 13:33:12+00:00,https://twitter.com/iam_saintben/status/1575116416033890306,iam_saintben,Twitter for Android,,"Okey Eze. Managing Director Tenece Cross-Border Subsidiaries
#TxESummit2022 #TxESummitEnugu https://t.co/z6CA2Kn5VG",6,0,0,0,@,@iam_saintben
351,2022-09-28 13:33:01+00:00,https://twitter.com/elkenah_G/status/1575116369829498880,elkenah_G,Twitter for Android,,"Not bored, just mind blown. 🥺
#TxESummit2022 
#TxESummitEnugu 
@williamsuchemba https://t.co/n2KClLC1eF",1,0,0,0,@,@elkenah_G
352,2022-09-28 13:31:35+00:00,https://twitter.com/ObioraMichael13/status/1575116008540573697,ObioraMichael13,Twitter for iPhone,"Enugu, Nigeria","This summit is about to change my life👏
Thank you @William97724610 #TxESummitEnugu
#Enugu https://t.co/50iL6JT8Yf",0,0,0,0,@,@ObioraMichael13
353,2022-09-28 13:31:14+00:00,https://twitter.com/future_stance/status/1575115922922250242,future_stance,Twitter for iPhone,NIGERIA,"#TxESummitEnugu
#T×ESummit2022 https://t.co/lH29FwXxJd",0,0,0,0,@,@future_stance
354,2022-09-28 13:30:55+00:00,https://twitter.com/future_stance/status/1575115839853977601,future_stance,Twitter for iPhone,NIGERIA,"#TxESummitEnugu
#T×ESummit2022 https://t.co/n4hDXgLoXz",2,1,0,0,@,@future_stance
355,2022-09-28 13:30:45+00:00,https://twitter.com/DavidEchuks/status/1575115799752282114,DavidEchuks,Twitter for Android,"Port Harcourt, Nigeria ",#TxEsummit2022 https://t.co/kUWvnAo2eN,0,0,0,0,@,@DavidEchuks
356,2022-09-28 13:30:35+00:00,https://twitter.com/dreunalytic/status/1575115759356989447,dreunalytic,Twitter for Android,,Investing Two hours a day for 365 days will lead to a completely new life. @hackSultan #TxESummitEnugu #TxESummit2022 @enugutechsummit,33,5,1,2,@,@dreunalytic
357,2022-09-28 13:29:36+00:00,https://twitter.com/Gusty_Tina/status/1575115511653883906,Gusty_Tina,Twitter for Android,,"#TxESummit2022
#Hack_Sultan 
#TxESummitEnugu https://t.co/ujJb1hkTwI",2,0,0,0,@,@Gusty_Tina
358,2022-09-28 13:29:08+00:00,https://twitter.com/OziomashugaV/status/1575115390635720705,OziomashugaV,Twitter for Android,,"Live in Enugu
#TxESummit2022
#TxEsummit2022 https://t.co/coz3n2hbO5",1,0,0,0,@,@OziomashugaV
359,2022-09-28 13:28:17+00:00,https://twitter.com/lilianIfeoma19/status/1575115178982752257,lilianIfeoma19,Twitter for Android,,"This is really inspiring and Amazing,  Iam meeting Intellectuals, heroes and Amazons and am being inspired both in Tech and Entrepreneurship, thanks to William Uchemba for giving us such opportunity and support, #TxESummitEnugu
#TxESummit2022 
#WilliamUchemba https://t.co/5SPL0lCoWC",6,2,0,0,@,@lilianIfeoma19
360,2022-09-28 13:27:20+00:00,https://twitter.com/HomesQandA/status/1575114937663471618,HomesQandA,Twitter for Android,Africa ,"Napa Onwusah says ""You can market a product, so Don't be afraid of selling a product. Thank Ma #TXEsummit2022 https://t.co/flA0HpV1uU",2,2,0,0,@,@HomesQandA
361,2022-09-28 13:27:19+00:00,https://twitter.com/_divaoloto/status/1575114934127628290,_divaoloto,Twitter for Android,,"God doesn't expect you to be perfect, He expects you to be consistent.

@enugutechsummit 
#TxESummitEnugu #TxESummit2022",8,3,0,0,@,@_divaoloto
362,2022-09-28 13:27:03+00:00,https://twitter.com/Lectriweb/status/1575114866570018816,Lectriweb,Twitter for Android,The terminal,"M.V.P is the first funnel of a product 

#TxESummitEnugu
#TxESummit2022 #TxESummit #TxEsummitEnugu2022 #MVP https://t.co/JWVnUZpnkj",5,1,0,0,@,@Lectriweb
363,2022-09-28 13:26:30+00:00,https://twitter.com/Queenbe47859808/status/1575114729781137408,Queenbe47859808,Twitter Web App,,"Hope y’all didn’t miss out
@williamsuchemba @enugutechsummit 
#TxEsummit2022
#TxEsummitEnugu",0,0,0,0,@,@Queenbe47859808
364,2022-09-28 13:26:26+00:00,https://twitter.com/iam_saintben/status/1575114713444253697,iam_saintben,Twitter for Android,,"Dr Peter Mba @OfficialPDPNig governorship candidate for Enugu state
#TxESummitEnugu #TxESummit2022 https://t.co/TYYOeZk5xw",3,0,0,0,@,@iam_saintben
365,2022-09-28 13:26:01+00:00,https://twitter.com/iyllarh/status/1575114607164882945,iyllarh,Twitter for Android,,"#TxESummitEnugu
#TxEsummitEnugu2022 
This has been a beautiful experience 🥺🥺✨✨
Thank you soooooooooooooooo much Sir Williams Uchemba 🤲🏼🤲🏼🥺🥺...
It was a privilege to be here, truly 🥺 https://t.co/2RVvcxF3Gi",5,2,0,0,@,@iyllarh
366,2022-09-28 13:25:40+00:00,https://twitter.com/bestycara/status/1575114520795656194,bestycara,Twitter for Android,,"#TXESUMMITENUGU
#TXESUMMIT2022
Changing lives impacting youths",0,0,0,0,@,@bestycara
367,2022-09-28 13:24:44+00:00,https://twitter.com/IamKerryonx/status/1575114287089037313,IamKerryonx,Twitter for Android,Nigeria,"Live at Enugu tech summit 

#TxESummitEnugu
#TxESummit2022 @enugutechsummit https://t.co/9961A9EFLn",3,0,0,0,@,@IamKerryonx
368,2022-09-28 13:24:32+00:00,https://twitter.com/Tia_tastic/status/1575114235335831552,Tia_tastic,Twitter for iPhone,"Enugu, Nigeria","Tech it or leave it!!!

The speaker’s profile though😩🤌
#TxESummit2022 #TxESummitEnugu #TxESummit",2,1,1,0,@,@Tia_tastic
369,2022-09-28 13:23:34+00:00,https://twitter.com/mbahchinenye3/status/1575113990711099393,mbahchinenye3,Twitter for Android,"Enugu, Nigeria","Live in Enugu
#TxEsummitEnugu
#TxEsummit2022
#beinspired https://t.co/6wgEiQLjck",1,0,0,1,@,@mbahchinenye3
370,2022-09-28 13:23:24+00:00,https://twitter.com/iyllarh/status/1575113951595012096,iyllarh,Twitter for Android,,"This whole summit has been banging!!!Likeeeeeeeee 🥺🥺🔥🔥 #TxEsummitEnugu2022 #TxESummitEnugu
Especially when this One Mrs Nora Onwutsah came up, Haeww 🤲🏼🤲🏼🥺🥺. Only her na motivation aje🤧🤧, her carriage, poise, achievements, and the way she carried us🥺🥺... https://t.co/7EOFj1aVx6",3,1,1,0,@,@iyllarh
371,2022-09-28 13:23:16+00:00,https://twitter.com/PetersOscar1/status/1575113914295033859,PetersOscar1,Twitter for iPhone,"Abuja, Nigeria","Are you here ? Let’s connect. 

#TxESummit #TxESummit2022 #TxESummitEnugu #technology #techtwitter #UIUXDesigner https://t.co/XKDlC1wgiy",3,0,0,0,@,@PetersOscar1
372,2022-09-28 13:23:09+00:00,https://twitter.com/PetersOscar1/status/1575113885392068610,PetersOscar1,Twitter for iPhone,"Abuja, Nigeria","Are you here ? Let’s connect. 

#TxESummitEnugu #TxESummit2022 #TxESummit #technology #techtwitter #UIUXDesigner https://t.co/Ikrx9tgOYw",0,0,0,0,@,@PetersOscar1
373,2022-09-28 13:22:48+00:00,https://twitter.com/Lollipapi2/status/1575113799727976450,Lollipapi2,Twitter Web App,,"#TxESummitenugu 
Is a concert that I will remember tomorrow and know where I started my journey. All thanks to Williams Uchemba. Woahh!
#TxESummitEnugu",1,0,0,0,@,@Lollipapi2
374,2022-09-28 13:22:38+00:00,https://twitter.com/AsombaChinweike/status/1575113757990129664,AsombaChinweike,Twitter for Android,,"Over 10,000 Capacity
#TxEsummitEnugu
Values overloaded 🔥 https://t.co/ZQlZroUS0s",3,0,0,0,@,@AsombaChinweike
375,2022-09-28 13:21:01+00:00,https://twitter.com/iam_saintben/status/1575113351998291968,iam_saintben,Twitter for Android,,"Here in Enugu state
#TxESummitEnugu #TxESummit2022 https://t.co/cN3T09bUGU",5,0,0,0,@,@iam_saintben
376,2022-09-28 13:19:42+00:00,https://twitter.com/chykojekwe/status/1575113020204023810,chykojekwe,Twitter for Android,,"#TxEsummitEnugu
#TxEsummit2022 https://t.co/JSFjFzylhb",0,0,0,0,@,@chykojekwe
377,2022-09-28 13:19:02+00:00,https://twitter.com/Derah_09/status/1575112850548219907,Derah_09,Twitter for Android,"Enugu, Nigeria","Live at the #TechsummitEnugu
#Techinspired
#TxEsummitEnugu
#TxEsummit2022 https://t.co/hyO5yVEPPo",2,0,0,0,@,@Derah_09
378,2022-09-28 13:17:14+00:00,https://twitter.com/Lollipapi2/status/1575112396716134402,Lollipapi2,Twitter Web App,,"Okey eze live on the stage at
#TxEsummitenugu",0,0,0,0,@,@Lollipapi2
379,2022-09-28 13:15:58+00:00,https://twitter.com/Weird_Techie/status/1575112078058102784,Weird_Techie,Twitter for Android,betweenMySpaceAndTheMetaverse ,"The profile of all the speakers are really wonderful!
I know they started somewhere, so I am giving my self time🌚🌚

#TxESummitEnugu
#TxESummit2022",7,1,1,2,@,@Weird_Techie
380,2022-09-28 13:15:23+00:00,https://twitter.com/greats_i/status/1575111932138336256,greats_i,Twitter for Android,,#TxESummit2020 #TxESummitEnugu https://t.co/BqSh2HbRzv,0,0,0,0,@,@greats_i
381,2022-09-28 13:15:21+00:00,https://twitter.com/Gusty_Tina/status/1575111925645598721,Gusty_Tina,Twitter for Android,,"#TxE Submit#
#TxESummit2022
#TexEnuguTechSummit2022 https://t.co/web81IRkL4",2,1,0,0,@,@Gusty_Tina
382,2022-09-28 13:14:32+00:00,https://twitter.com/enugutechsummit/status/1575111717662564354,enugutechsummit,Twitter for Android,"Enugu, Nigeria","Dr. Peter Mbah

One of the ways you can innovate is by disrupting a business model

An example is Uber; the business model disrupted the transportation system. 

Let's who is following;
What did Netflix disrupt? Do answer in the comment section

#TxESummitEnugu
#TxESummit2022 https://t.co/RxLDKhWbky",116,26,5,12,@,@enugutechsummit
383,2022-09-28 13:14:12+00:00,https://twitter.com/UchechukwuJoy1/status/1575111636066750466,UchechukwuJoy1,Twitter for Android,"Abuja, Nigeria","@hackSultan Dedicate 2hrs daily for the next 365days, anything is possible with consistency. There will probably be another conference next year and with such dedication,  you'd positively be a better person by the next summit.
#365Days
#TxEsummitEnugu
#TxEsummit2022",21,4,0,0,@,@UchechukwuJoy1
384,2022-09-28 13:12:50+00:00,https://twitter.com/OboyiSunday/status/1575111292532424704,OboyiSunday,Twitter for Android,,"How to kickstart your Tech career: Be disciplined enough to start, Join a community and Grab your dream job #txesummit2022 https://t.co/PW85czFKIX",2,1,0,0,@,@OboyiSunday
385,2022-09-28 13:12:25+00:00,https://twitter.com/ugwu_ugwu3/status/1575111184394883072,ugwu_ugwu3,Twitter Web App,Nigeria,#TxESummitEnugu #TxESummit2022 Gaining enough value here at Tech summit Enugu by amazing speakers,1,1,0,0,@,@ugwu_ugwu3
386,2022-09-28 13:11:40+00:00,https://twitter.com/favourthemayor/status/1575110997769355266,favourthemayor,Twitter Web App,Find me👉,"Hope you didn’t miss it
@enugutechsummit @williamsuchemba 
#TxESummit2022 
#TxESummitEnugu https://t.co/gjlah5vnte",2,1,0,0,@,@favourthemayor
